11.277	-17.9605	0
40.8551	-14.1249	0
69.8509	-10.4202	0
98.3129	-6.80646	0
126.267	-3.29082	0
153.741	0.0699852	0
180.774	3.41198	0
207.383	6.81246	0
233.569	10.0324	0
259.37	13.1457	0
284.807	16.1747	0
11.0017	-3.11	0
40.4583	0.479174	0
69.3751	4.02111	0
97.78	7.53324	0
125.659	10.9259	0
153.076	14.2017	0
180.038	17.4862	0
206.581	20.6536	0
232.688	23.7603	0
258.419	26.7886	0
283.764	29.7437	0
10.7068	11.6152	0
39.9854	14.7904	0
69.0855	18.4941	0
97.2576	21.7628	0
125.277	25.2771	0
152.382	28.1772	0
179.209	31.1701	0
205.835	34.3294	0
231.798	37.4011	0
257.478	40.3588	0
282.767	43.2299	0
10.4141	26.2328	0
39.7025	29.6008	0
68.4229	32.7713	0
96.4765	35.7053	0
124.602	39.0695	0
151.553	42.0569	0
178.618	45.3324	0
204.975	48.0325	0
230.969	50.9688	0
256.544	53.8247	0
281.75	56.5996	0
10.0228	40.7317	0
39.3009	44.001	0
67.9293	46.9735	0
96.0808	49.9188	0
123.813	52.8469	0
150.938	55.8079	0
177.884	58.7873	0
204.463	61.7835	0
230.143	64.4622	0
255.637	67.2158	0
280.777	69.9061	0
9.77432	55.1734	0
38.8794	58.2044	0
67.5359	61.0488	0
95.5354	63.9581	0
123.203	66.74	0
150.397	69.5916	0
177.101	72.2675	0
203.448	75.1078	0
229.328	77.8703	0
254.786	80.5481	0
279.846	83.1438	0
9.45293	69.4987	0
38.4215	72.224	0
67.0178	75.0436	0
94.8669	77.765	0
122.614	80.5667	0
149.81	83.2698	0
176.514	85.9419	0
202.767	88.8172	0
228.548	91.2375	0
253.94	93.8113	0
278.93	96.3109	0
9.11866	83.7834	0
38.0718	86.4339	0
66.4876	89.1396	0
94.4663	91.7197	0
122.02	94.0949	0
149.249	96.8648	0
175.59	99.3787	0
201.967	102.022	0
227.928	104.622	0
253.081	106.983	0
278.033	109.412	0
8.78867	97.9717	0
37.6284	100.538	0
66.1952	103.174	0
93.9003	105.538	0
121.538	108.132	0
148.511	110.476	0
175.11	112.929	0
201.242	115.168	0
226.941	117.791	0
252.25	120.146	0
277.13	122.446	0
8.44349	112.092	0
37.0179	114.215	0
65.7492	116.749	0
93.3873	119.307	0
120.883	121.653	0
147.938	124.054	0
174.429	126.372	0
200.625	128.794	0
226.226	130.977	0
251.448	133.217	0
276.26	135.425	0
8.13102	126.164	0
36.7662	128.504	0
65.0806	130.702	0
92.8187	132.937	0
120.357	135.078	0
147.395	137.411	0
173.735	139.736	0
199.871	141.94	0
225.748	144.36	0
250.628	146.238	0
275.402	148.343	0
7.81577	140.176	0
36.281	142.469	0
64.65	144.494	0
92.3473	146.748	0
119.751	148.989	0
146.703	150.939	0
173.065	152.954	0
199.203	154.878	0
225.022	157.028	0
249.841	159.199	0
274.552	161.203	0
7.49823	154.117	0
35.9656	156.105	0
64.3763	158.174	0
91.7611	160.376	0
119.223	162.323	0
146.109	164.305	0
172.433	166.393	0
198.408	168.415	0
223.968	170.204	0
249.063	172.12	0
273.701	174.004	0
7.21344	168.021	0
35.7102	169.971	0
63.797	171.934	0
91.4611	173.855	0
118.699	175.806	0
145.515	177.618	0
171.89	179.536	0
197.781	181.346	0
223.227	183.162	0
248.257	184.976	0
272.864	186.753	0
