893.553	451.547
993.824	461.19
1092.04	470.434
1187.28	479.545
1281.52	488.643
1374.07	497.51
1464.35	506.489
1552.5	515.258
1639.28	523.887
1724.65	532.581
1807.51	540.997
888.378	552.876
988.374	561.386
1086.32	569.68
1181.27	577.875
1275.22	585.874
1367.43	593.829
1457.43	601.782
1545.29	609.575
1631.79	617.375
1716.85	625.006
1799.46	632.306
883.275	654.667
984.865	663.969
1080.88	669.526
1175.04	676.386
1268.69	683.434
1360.74	690.447
1449.45	698.171
1538.07	704.182
1624.4	711.116
1709.16	717.689
1791.31	724.084
877.963	755.369
977.106	761.359
1074.8	767.73
1168.74	773.807
1262.36	779.934
1353.99	785.946
1443.31	792.037
1530.7	797.898
1616.46	803.665
1701.18	809.369
1783.21	814.974
872.909	853.952
971.653	859.23
1068.59	864.712
1162.94	869.959
1255.62	875.106
1346.95	880.165
1436.02	885.251
1523.06	890.14
1608.82	894.968
1693.21	899.641
1774.72	904.437
867.907	952.793
966.09	957.177
1062.69	961.558
1156.24	965.895
1248.92	970.21
1339.91	974.371
1428.82	978.547
1515.49	982.438
1600.79	986.123
1684.81	989.945
1766.47	993.726
862.741	1050.41
960.509	1054.02
1053.6	1060.6
1154.05	1059.93
1242.12	1064.33
1332.74	1067.55
1421.15	1070.82
1507.59	1073.76
1592.64	1076.58
1676.42	1079.46
1757.58	1082.32
857.767	1146.16
954.974	1149.13
1050.72	1152.27
1143.53	1154.64
1235.5	1156.77
1325.72	1158.95
1413.63	1161.4
1499.96	1163.54
1584.54	1165.23
1667.96	1167.23
1748.74	1169.34
