723.911	305.671
864.667	310.725
1001.65	315.359
1135.13	319.781
1265.28	323.943
1392.46	327.978
1516.69	331.759
1638.11	335.45
1756.83	338.907
1873.12	342.036
1986.83	344.894
727.379	373.256
867.958	377.204
1004.84	381.01
1138.27	384.538
1268.37	387.675
1395.41	390.986
1519.56	394.544
1641.04	397.176
1759.51	400.236
1875.84	402.686
1989.47	405.037
730.875	440.68
871.26	443.729
1008.03	446.535
1140.95	448.386
1271.61	451.361
1397.69	453.779
1522.86	455.965
1644.72	458.206
1761.72	461.273
1878.58	463.227
1992.05	465.145
734.192	507.966
874.464	510.046
1011.74	512.09
1144.59	513.508
1274.55	515.545
1401.39	517.124
1525.49	518.755
1647.04	520.245
1764.72	521.511
1881.59	523.618
1994.82	525.002
737.536	575.112
876.917	575.169
1014.03	577.285
1146.24	577.748
1277.79	578.911
1404.04	580.198
1528.35	581.674
1650.02	582.167
1767.75	583.796
1884.27	584.03
1997.6	584.881
740.76	642.202
880.594	642.476
1017.08	642.431
1150.06	642.352
1281.06	641.351
1407.34	642.723
1531.39	642.731
1652.94	643.585
1771.11	644.144
1887.16	644.4
2000.43	644.59
743.903	709.286
883.867	709.177
1020.09	707.79
1152.95	706.995
1283.67	706.422
1410.48	705.712
1534.5	705.242
1655.97	705.159
1774.48	704.896
1890.2	704.686
2003.38	704.278
747.027	776.388
886.953	774.841
1023.66	773.005
1155.45	771.727
1286.82	770.182
1412.97	768.959
1538.07	768.447
1659.52	767.185
1777.57	765.846
1893.25	764.922
2006.44	763.993
750.094	843.438
889.56	840.428
1026.45	837.872
1159.13	836.17
1290.04	833.385
1416.28	831.848
1541.12	830.268
1663.38	828.508
1780.11	826.791
1896.55	825.234
2009.47	823.709
753.224	910.666
893.007	907.066
1029.61	904.402
1162.13	901.172
1292.77	898.276
1419.99	895.096
1544.16	891.881
1665.73	889.641
1783.32	887.492
1899.56	885.638
2012.55	883.381
756.419	977.608
895.889	973.311
1033.05	969.264
1164.41	966.163
1295.67	961.881
1423.27	958.486
1547.4	955.383
1668.76	952.02
1786.85	949.142
1902.72	945.92
2015.69	943.093
759.595	1044.96
897.836	1038.55
1036.39	1033.92
1167.8	1029.81
1299.03	1026.13
1426.72	1021.68
1550.59	1017.69
1672.94	1013.51
1789.6	1010.45
1905.85	1006.47
2018.87	1002.87
762.859	1112.21
902.281	1106.47
1038.62	1100.79
1172.04	1095.41
1302.16	1089.64
1429.78	1085.25
1553.32	1079.85
1675.63	1075.37
1793.57	1071.16
1909.05	1066.85
2022.15	1062.5
766.059	1179.57
905.028	1173.58
1042.16	1166.68
1175.23	1160.62
1306.02	1155.15
1433.03	1148.91
1556.5	1144.08
1678.74	1137.75
1796.84	1132.35
1912.19	1127.34
2025.28	1122.41
