156	90
216	90
276	90
336	90
396	90
456	90
516	90
576	90
636	90
696	90
756	90
156	120
216	120
276	120
336	120
396	120
456	120
516	120
576	120
636	120
696	120
756	120
156	150
216	150
276	150
336	150
396	150
456	150
516	150
576	150
636	150
696	150
756	150
156	180
216	180
276	180
336	180
396	180
456	180
516	180
576	180
636	180
696	180
756	180
156	210
216	210
276	210
336	210
396	210
456	210
516	210
576	210
636	210
696	210
756	210
156	240
216	240
276	240
336	240
396	240
456	240
516	240
576	240
636	240
696	240
756	240
156	270
216	270
276	270
336	270
396	270
456	270
516	270
576	270
636	270
696	270
756	270
156	300
216	300
276	300
336	300
396	300
456	300
516	300
576	300
636	300
696	300
756	300
156	330
216	330
276	330
336	330
396	330
456	330
516	330
576	330
636	330
696	330
756	330
156	360
216	360
276	360
336	360
396	360
456	360
516	360
576	360
636	360
696	360
756	360
156	390
216	390
276	390
336	390
396	390
456	390
516	390
576	390
636	390
696	390
756	390
156	420
216	420
276	420
336	420
396	420
456	420
516	420
576	420
636	420
696	420
756	420
156	450
216	450
276	450
336	450
396	450
456	450
516	450
576	450
636	450
696	450
756	450
156	480
216	480
276	480
336	480
396	480
456	480
516	480
576	480
636	480
696	480
756	480
