736.724	311.174
879.081	317.361
1017.82	322.941
1153.05	328.487
1284.88	333.572
1413.55	338.295
1539.05	343.219
1662.12	348.186
1782.31	351.812
1899.84	356.26
2015.1	360.013
742.341	379.953
884.463	384.862
1023.03	389.648
1158.19	394.2
1289.81	398.279
1418.67	402.406
1543.84	406.576
1667.02	410.248
1788.84	413.83
1904.5	417.912
2019.39	421.154
748.005	448.472
888.312	453.477
1029.91	458.236
1163.12	459.868
1295.03	463.328
1423.69	467.09
1548.79	470.094
1671.48	473.08
1791.75	475.914
1908.91	479.329
2023.71	482.08
753.287	516.743
894.383	519.879
1033.83	522.822
1167.31	524.929
1299.64	527.88
1428.86	530.994
1552.66	533.942
1676.2	536.358
1796.24	538.196
1913.43	540.726
2028.25	542.848
758.637	584.821
899.896	586.178
1038.51	588.363
1172.41	590.119
1304.88	591.545
1433.14	594.273
1557.35	595.28
1681.17	598.237
1801.04	600.211
1918.21	601.997
2032.78	603.604
763.957	652.927
905.612	653.966
1043.85	655.675
1177.76	656.378
1309.64	657.877
1438.01	658.203
1563.43	659.432
1685.89	660.316
1805.81	661.997
1922.81	663.148
2037.37	664.059
769.232	720.984
910.562	721.306
1048.86	721.335
1181.8	721.452
1314.48	721.489
1443.73	722.198
1568.59	722.68
1691.45	724.235
1811.25	724.42
1927.63	724.443
2042.02	724.835
774.449	788.961
915.48	787.222
1053.37	787.447
1186.74	785.806
1319.52	785.826
1448.58	785.865
1573.13	785.711
1695.99	785.755
1816.55	785.052
1932.55	785.551
2046.81	785.399
779.752	857.032
920.682	856.181
1058.41	853.842
1192.97	852.454
1324.62	851.045
1453.15	850.066
1578.53	849.222
1701.1	848.111
1820.72	847.409
1937.34	846.746
2051.56	845.895
784.448	925.575
925.784	922.417
1064.17	920.349
1197.48	918.573
1330.44	916.743
1458.05	914.166
1582.99	912.976
1705.98	911.115
1826.08	909.542
1942.23	907.907
2056.37	906.429
789.845	992.593
930.943	989.706
1069.05	986.616
1202.59	983.049
1335.24	980.397
1463.13	978.277
1588.34	975.662
1711.03	973.551
1830.81	971.223
1947.26	969.109
2061.25	966.942
795.541	1061.4
936.446	1057.07
1074.02	1053.4
1208.44	1049.85
1340.18	1046.23
1468.45	1042.56
1593.82	1039.17
1716.3	1036.02
1835.64	1033.22
1952.23	1030.3
2066.09	1027.5
801.075	1129.69
942.519	1125.43
1078.73	1120.04
1213.85	1115.32
1346.89	1111.64
1473.51	1107
1598.39	1103.57
1722.17	1099.55
1841.23	1095.63
1957.24	1091.46
2071.05	1088.06
806.473	1197.68
947.069	1192.04
1084.64	1186.8
1219.1	1181.58
1350.69	1176.5
1478.92	1171.39
1604.2	1166.52
1726.45	1161.66
1845.73	1157.11
1962.18	1152.7
2076.07	1148.74
