803.172	463.305
900.455	470.328
996.729	477.253
1090.87	484.045
1185.07	490.934
1278.27	497.755
1369.92	504.666
1460.59	511.569
1550.36	518.479
1639.42	525.465
1726.6	532.263
799.416	560.081
896.466	566.508
992.592	572.885
1086.55	579.218
1180.53	585.542
1273.6	591.761
1365.3	598.202
1455.59	604.524
1545.3	611.02
1634.27	617.316
1721.21	623.51
795.533	657.537
892.226	663.297
988.146	669.25
1082.58	675.143
1175.62	680.659
1268.86	686.519
1360.39	692.422
1450.64	698.156
1540.15	703.958
1629.03	709.86
1715.8	715.538
791.547	754.016
888.209	759.441
983.983	764.793
1077.63	769.588
1171.31	775.356
1264.1	780.599
1355.48	786.026
1445.48	791.318
1534.82	796.547
1623.66	801.714
1710.27	806.996
787.844	849.483
884.212	854.346
979.631	859.353
1073.13	864.132
1166.55	869.018
1259.28	873.802
1350.32	878.644
1440.16	883.346
1529.64	888.18
1617.98	892.645
1704.4	897.374
784.211	945.345
880.117	949.647
975.361	954.09
1068.62	958.544
1161.72	962.809
1254.26	967.365
1345.19	971.592
1434.82	975.799
1523.71	979.707
1612.09	983.843
1698.39	987.931
780.395	1040.33
876.059	1044.32
971.07	1048.57
1063.19	1053.3
1156.82	1056.48
1249.17	1060.29
1339.81	1063.98
1429.43	1067.71
1517.9	1071.08
1606.18	1074.64
1692.29	1078.14
776.817	1133.99
871.801	1137.85
966.832	1141.8
1059.57	1145.29
1152.32	1148.39
1244.08	1151.76
1334.59	1154.98
1423.77	1157.93
1512.3	1160.84
1600.22	1163.88
1685.98	1167.04
