-8.83718	-24.4031	0
22.0521	-20.5278	0
52.0604	-16.8487	0
81.2391	-13.246	0
109.616	-9.79751	0
137.267	-6.45094	0
164.192	-3.21659	0
190.424	-0.150534	0
216.072	2.94226	0
241.146	5.87816	0
265.586	8.70253	0
-9.66505	-10.5794	0
21.2952	-6.94455	0
51.3525	-3.44458	0
80.6181	-0.113283	0
109.061	3.09021	0
136.753	6.39812	0
163.753	9.47171	0
190.066	12.4593	0
215.745	15.3932	0
240.855	18.1817	0
265.338	20.8948	0
-10.4986	3.2517	0
20.519	6.6742	0
50.6545	9.96495	0
79.9937	13.1568	0
108.645	16.2019	0
136.125	19.1925	0
163.378	22.1838	0
189.728	25.0831	0
215.381	28.0106	0
240.574	30.5261	0
265.095	33.1231	0
-11.3658	17.1299	0
19.7293	20.3306	0
49.972	23.4507	0
79.34	26.499	0
107.925	29.3483	0
135.742	32.1619	0
162.973	34.6884	0
189.474	37.6792	0
214.861	40.2436	0
240.326	42.8889	0
264.889	45.3705	0
-12.2342	31.0459	0
18.8834	33.9508	0
49.3222	36.9053	0
78.6537	39.7423	0
107.46	42.5945	0
135.037	45.3462	0
162.568	47.874	0
189.002	50.3668	0
214.851	52.8769	0
240.089	55.3059	0
264.67	57.6524	0
-13.1446	45.0204	0
18.0978	47.979	0
48.4212	50.5107	0
77.7957	52.8974	0
106.816	55.6075	0
134.549	58.1978	0
162.069	60.6769	0
188.698	63.1445	0
214.457	65.5705	0
239.865	67.7649	0
264.493	69.9828	0
-14.0511	59.0651	0
17.2637	61.6179	0
47.7072	64.1974	0
77.1584	66.7032	0
106.176	68.9395	0
134.253	71.2284	0
161.646	73.6408	0
188.324	75.8787	0
214.045	78.0618	0
239.671	80.2909	0
264.319	82.3615	0
-14.9798	73.1704	0
16.0947	75.1926	0
47.0833	77.6891	0
76.545	80.1129	0
105.658	82.3201	0
133.82	84.4583	0
161.273	86.6381	0
187.997	88.7635	0
214.033	90.8081	0
239.442	92.8485	0
264.173	94.8096	0
-15.9018	87.3456	0
15.5197	89.4863	0
46.2115	91.5408	0
75.9624	93.6954	0
104.991	95.7405	0
133.324	97.7638	0
160.888	99.7421	0
187.767	101.725	0
213.822	103.598	0
239.262	105.491	0
264.039	107.286	0
-16.8428	101.607	0
14.7072	103.545	0
45.3839	105.465	0
75.2216	107.523	0
104.495	109.338	0
132.843	111.097	0
160.487	112.912	0
187.467	114.634	0
213.55	116.503	0
239.064	118.178	0
263.909	119.836	0
-17.7979	115.91	0
13.8344	117.706	0
44.8049	119.363	0
74.3785	121.124	0
103.952	122.833	0
132.355	124.532	0
160.102	126.283	0
187.112	127.862	0
213.28	129.385	0
238.882	130.92	0
263.754	132.447	0
-18.7179	130.342	0
12.9811	131.933	0
44.0324	133.337	0
73.9087	134.915	0
103.342	136.483	0
131.822	137.967	0
159.711	139.508	0
186.801	140.973	0
212.891	142.519	0
238.665	143.742	0
263.638	145.089	0
-19.6501	144.859	0
12.1461	146.259	0
43.2334	147.696	0
73.3638	148.97	0
102.797	150.209	0
131.447	151.629	0
159.212	152.767	0
186.426	154.168	0
212.761	155.372	0
238.504	156.633	0
263.506	157.827	0
-20.5824	159.452	0
11.1493	160.647	0
42.4485	161.872	0
72.658	163.025	0
102.361	164.331	0
130.899	165.352	0
158.92	166.481	0
186.105	167.456	0
212.562	168.519	0
238.31	169.577	0
263.397	170.608	0
