-8.0784	-20.0001	0
21.9911	-16.6436	0
51.2764	-13.4386	0
79.8745	-10.3439	0
107.796	-7.30157	0
135.061	-4.37013	0
161.724	-1.53263	0
187.839	1.26581	0
213.372	3.88467	0
238.386	6.51197	0
262.955	8.99745	0
-7.98705	-5.62253	0
21.9764	-2.49837	0
51.2211	0.505954	0
79.7737	3.38918	0
107.659	6.37028	0
134.892	9.08695	0
161.593	11.6376	0
187.743	14.3079	0
213.091	16.9699	0
238.077	19.4443	0
262.587	21.8212	0
-7.9326	8.6984	0
22.0463	11.519	0
51.1764	14.4443	0
79.6781	17.205	0
107.634	19.9396	0
134.378	22.5424	0
161.358	25.3669	0
187.436	27.6006	0
212.857	29.9482	0
237.8	32.3167	0
262.255	34.608	0
-7.89817	22.9386	0
22.0883	26.0231	0
51.0994	28.2945	0
79.515	30.7508	0
107.388	33.3588	0
134.259	35.5301	0
161.148	38.2574	0
187.24	40.6456	0
212.512	43.0084	0
237.513	45.1543	0
261.942	47.3139	0
-7.88112	37.1109	0
21.9272	39.6546	0
50.8867	42.1108	0
79.5061	44.6643	0
107.237	46.8028	0
134.408	49.1098	0
160.946	51.2037	0
186.967	53.617	0
212.361	55.7454	0
237.256	57.9203	0
261.639	59.9817	0
-7.84771	51.254	0
21.8624	53.6136	0
50.8434	55.7955	0
79.3428	58.0965	0
107.147	60.2266	0
134.238	62.3784	0
160.944	64.747	0
186.775	66.6062	0
212.177	68.6785	0
237.024	70.6736	0
261.378	72.6072	0
-7.89967	65.3254	0
21.8464	67.5113	0
50.8429	69.5636	0
79.2345	71.4433	0
107.082	73.5434	0
134.13	75.6624	0
160.653	77.6534	0
186.718	79.5994	0
211.829	81.5288	0
236.825	83.4098	0
261.087	85.2189	0
-7.86823	79.4076	0
21.7425	81.338	0
50.767	83.2951	0
79.07	85.3783	0
106.961	87.1144	0
133.955	88.9162	0
160.538	90.669	0
186.528	92.4783	0
211.695	94.2745	0
236.605	96.0876	0
260.841	97.7886	0
-7.86369	93.4126	0
21.7142	94.9713	0
50.691	96.9324	0
79.0199	98.6976	0
106.766	100.429	0
133.667	102.199	0
160.344	103.894	0
186.352	105.547	0
211.57	107.179	0
236.423	108.782	0
260.625	110.338	0
-7.86342	107.421	0
21.7218	109.07	0
50.6089	110.612	0
78.811	112.03	0
106.634	113.791	0
133.675	115.243	0
160.256	116.919	0
186.123	118.438	0
211.307	119.972	0
236.213	121.401	0
260.389	122.853	0
-7.83273	121.388	0
21.7102	122.905	0
50.504	124.308	0
78.8931	125.937	0
106.542	127.138	0
133.643	128.553	0
160.131	129.957	0
185.993	131.358	0
211.241	132.705	0
235.995	134.046	0
260.162	135.35	0
-7.86014	135.345	0
21.7183	136.567	0
50.4292	137.922	0
78.785	139.217	0
106.522	140.499	0
133.554	141.764	0
160.023	142.992	0
186.059	144.429	0
211.078	145.451	0
235.804	146.632	0
259.939	147.811	0
-7.84048	149.277	0
21.6506	150.413	0
50.4642	151.558	0
78.7158	152.672	0
106.405	153.799	0
133.372	154.881	0
159.93	155.955	0
185.988	156.918	0
210.868	158.134	0
235.612	159.216	0
259.726	160.274	0
-7.80538	163.181	0
21.6345	164.347	0
50.4449	165.168	0
78.699	166.181	0
106.395	167.237	0
133.295	168.144	0
159.739	169.152	0
185.549	169.952	0
210.77	170.88	0
235.417	171.787	0
259.522	172.688	0
